season,contestant,age,judge_share_mean,weeks
1,Evander Holyfield,42.0,0.11917199438640255,2
1,Joey McIntyre,32.0,0.19055044440979257,2
1,John O'Hurley,50.0,0.2206455636987369,2
1,Kelly Monaco,29.0,0.1693045376578824,2
1,Rachel Hunter,35.0,0.2218150631529705,2
1,Trista Sutter,32.0,0.1570247933884297,1
2,Drew Lachey,29.0,0.13547619047619044,3
2,George Hamilton,66.0,0.1077289377289377,3
2,Giselle Fernandez,44.0,0.11960927960927957,3
2,Jerry Rice,43.0,0.10902930402930404,3
2,Kenny Mayne,46.0,0.0666666666666666,1
2,Lisa Rinna,42.0,0.11159951159951158,3
2,Master P,35.0,0.0728205128205128,3
2,Stacy Keibler,26.0,0.13539072039072036,3
2,Tatum O'Neal,42.0,0.10147435897435896,2
2,Tia Carrere,39.0,0.11847374847374843,3
3,Emmitt Smith,37.0,0.10311427095676477,3
3,Harry Hamlin,54.0,0.09259107343602828,3
3,Jerry Springer,62.0,0.0865098897092334,3
3,Joey Lawrence,30.0,0.11047458451067964,3
3,Mario Lopez,32.0,0.10674201683225466,3
3,Monique Coleman,25.0,0.11103363412633299,3
3,Sara Evans,35.0,0.09427733722237407,3
3,Shanna Moakler,31.0,0.0902789171452009,2
3,Tucker Carlson,37.0,0.0566037735849056,1
3,Vivica A. Fox,42.0,0.1128520645337708,3
3,Willa Ford,25.0,0.10335125938079175,3
4,Apolo Anton Ohno,24.0,0.10581351806777756,2
4,Billy Ray Cyrus,45.0,0.09102228047182176,2
4,Clyde Drexler,44.0,0.07343194158397301,2
4,Heather Mills,39.0,0.10402546339636765,2
4,Ian Ziering,42.0,0.09994383074330646,2
4,Joey Fatone,30.0,0.10402546339636765,2
4,John Ratzenberger,59.0,0.08872870249017034,2
4,Laila Ali,29.0,0.1032671784310054,2
4,Leeza Gibbons,50.0,0.09790301441677585,2
4,Paulina Porizkova,41.0,0.0857142857142857,1
4,Shandi Finnessey,28.0,0.0889814641452911,2
5,Albert Reed,22.0,0.08497367818722815,2
5,Cameron Mathison,38.0,0.08872722199929572,3
5,Floyd Mayweather Jr. ,30.0,0.0820467711366981,3
5,Helio Castroneves,32.0,0.10371335092818036,3
5,Jane Seymour,56.0,0.09819707314083341,3
5,Jennie Garth,35.0,0.09291132241770579,3
5,Josie Maran,29.0,0.0622568093385214,1
5,Marie Osmond,47.0,0.09711300308997468,3
5,Mark Cuban,49.0,0.08034144090861679,3
5,Mel B,32.0,0.10099819358901267,3
5,Sabrina Bryan,23.0,0.10779390798371996,3
5,Wayne Newton,65.0,0.07075632623496947,3
6,Adam Carolla,43.0,0.0830176121236944,2
6,Cristian de la Fuente,34.0,0.0937350672400846,2
6,Jason Taylor,33.0,0.10296777937060544,2
6,Kristi Yamaguchi,36.0,0.11173970919516685,2
6,Mario,21.0,0.09663628916649594,2
6,Marissa Jaret Winokur,35.0,0.08252269779507129,2
6,Marlee Matlin,42.0,0.0927452385828384,2
6,Monica Seles,34.0,0.0583657587548638,1
6,Penn Jillette,53.0,0.0661478599221789,1
6,Priscilla Presley,62.0,0.09787357498805374,2
6,Shannon Elizabeth,34.0,0.09932418595125944,2
6,Steve Guttenberg,49.0,0.07718103624820805,2
7,Brooke Burke,37.0,0.10290975364504776,2
7,Cloris Leachman,82.0,0.0656826833297421,2
7,Cody Linley,18.0,0.0881859153917977,2
7,Jeffrey Ross,43.0,0.0476190476190476,1
7,Kim Kardashian,27.0,0.07516788766788765,2
7,Lance Bass,29.0,0.08790759893701065,2
7,Maurice Greene,34.0,0.08167690152984265,2
7,Misty May-Treanor,31.0,0.0891779788838612,2
7,Rocco DiSpirito,41.0,0.0709213172448466,2
7,Susan Lucci,61.0,0.08421766142354375,2
7,Ted McGinley,50.0,0.0734126984126984,1
7,Toni Braxton,40.0,0.0966790562378797,2
7,Warren Sapp,35.0,0.0969573726926668,2
8,Belinda Carlisle,50.0,0.0679245283018867,1
8,Chuck Wicks,29.0,0.08301143960778484,2
8,David Alan Grier,52.0,0.07931956618630215,2
8,Denise Richards,38.0,0.07111870450155991,2
8,Gilles Marini,33.0,0.1040930025256277,2
8,Holly Madison,30.0,0.06742683108007719,2
8,Lawrence Taylor,50.0,0.0771059277967612,2
8,Lil' Kim,34.0,0.09260882484029115,2
8,Melissa Rycroft,26.0,0.10220621007279751,2
8,Shawn Johnson,17.0,0.0984326251671371,2
8,Steve Wozniak,58.0,0.051760511068191906,2
8,Steve-O,34.0,0.0559426533947407,2
8,Ty Murray,39.0,0.08301143960778484,2
9,Aaron Carter,21.0,0.08401662727594293,3
9,Ashley Hamiliton,34.0,0.0467979676767199,1
9,Chuck Liddell,39.0,0.061568242957668606,3
9,Debi Mazar,45.0,0.06383581665381373,3
9,Donny Osmond,51.0,0.08010701098389923,3
9,Joanna Krupa,30.0,0.08030614126349894,3
9,Kathy Ireland,46.0,0.055242760683243,2
9,Kelly Osbourne,24.0,0.07283323942720067,3
9,Louie Vito,21.0,0.06954915423540349,3
9,Macy Gray,42.0,0.0467979676767199,1
9,Mark Dacascos,45.0,0.07087479119928186,3
9,Melissa Joan Hart,33.0,0.06579426488173253,3
9,Michael Irvin,43.0,0.05636299691964524,3
9,Mya,29.0,0.09094754396248976,3
9,Natalie Coughlin,27.0,0.07956866591604476,3
9,Tom DeLay,62.0,0.0562083520834023,3
10,Aiden Turner,32.0,0.0924429019256605,2
10,Buzz Aldrin,80.0,0.05929243170622475,2
10,Chad Ochocinco,32.0,0.08562472010747871,2
10,Erin Andrews,32.0,0.10892297357814595,2
10,Evan Lysacek,24.0,0.11858486341244956,2
10,Jake Pavelka,32.0,0.09717868338557989,2
10,Kate Gosselin,35.0,0.07103672189879079,2
10,Nicole Scherzinger,31.0,0.12028660994178231,2
10,Niecy Nash,40.0,0.09945141065830715,2
10,Pamela Anderson,42.0,0.10172413793103445,2
10,Shannen Doherty,38.0,0.0909090909090909,1
11,Audrina Patridge,25.0,0.10180663251406963,3
11,Brandy,31.0,0.10164716513511536,3
11,Bristol Palin,19.0,0.08827183872532403,3
11,David Hasselhoff,58.0,0.066079295154185,1
11,Florence Henderson,76.0,0.08525524747343867,3
11,Jennifer Grey,50.0,0.10764048079414752,3
11,Kurt Warner,39.0,0.09426515438435619,3
11,Kyle Massey,19.0,0.10164716513511533,3
11,Margaret Cho,41.0,0.07632507425199826,3
11,Michael Bolton,57.0,0.062391612015866946,2
11,Rick Fox,41.0,0.10017873635391124,3
11,The Situation,28.0,0.07934166550388362,3
12,Chelsea Kane,22.0,0.09540498442367595,2
12,Chris Jericho,40.0,0.10230616130148834,2
12,Hines Ward,35.0,0.1116519556940117,2
12,Kendra Wilkinson,25.0,0.09771979923849075,2
12,Kirstie Alley,60.0,0.0953617168570439,2
12,Mike Catherwood,32.0,0.0787037037037037,1
12,Petra Nemcova,31.0,0.10007788161993765,2
12,Ralph Macchio,49.0,0.09767653167185875,2
12,Romeo,21.0,0.0999697127033575,2
12,Sugar Ray Leonard,54.0,0.08608082381446866,2
12,Wendy Williams,46.0,0.07439858082381445,2
13,Carson Kressley,41.0,0.08536830537207733,3
13,Chaz Bono,42.0,0.07684118825666483,3
13,Chynna Phillips,43.0,0.10175251113897248,3
13,David Arquette,40.0,0.08831087344326934,3
13,Elisabetta Canalis,33.0,0.08164741377528875,2
13,Hope Solo,30.0,0.09441393668505672,3
13,J.R. Martinez,28.0,0.10324727944988427,3
13,Kristin Cavallari,24.0,0.09582604499720843,3
13,Metta World Peace (Ron),31.0,0.064516129032258,1
13,Nancy Grace,51.0,0.08550357247272063,3
13,Ricki Lake,42.0,0.10307632090111253,3
13,Rob Kardashian,24.0,0.08972298175542108,3
14,Donald Driver,37.0,0.09103823685608065,2
14,Gavin DeGraw,35.0,0.08189060010621345,2
14,Gladys Knight,67.0,0.07817312798725434,2
14,Jack Wagner,52.0,0.08189060010621345,2
14,Jaleel White,35.0,0.08553505045140725,2
14,Katherine Jenkins,31.0,0.10011285183218264,2
14,Maria Menounos,33.0,0.09468268720127451,2
14,Martina Navratilova,55.0,0.0631970260223048,1
14,Melissa Gilbert,47.0,0.0800318640467339,2
14,Roshon Fegan,20.0,0.0929699946893255,2
14,Sherri Sheperd,44.0,0.08560807222517255,2
14,William Levy,31.0,0.0964684014869888,2
15,Apolo Anton Ohno,24.0,0.0866869127545671,3
15,Bristol Palin,19.0,0.0722256851331577,3
15,Drew Lachey,29.0,0.0818701199116184,3
15,Emmitt Smith,37.0,0.08668579720703344,3
15,Gilles Marini,33.0,0.09030573324185209,3
15,Helio Castroneves,32.0,0.08427254579699706,3
15,Joey Fatone,30.0,0.0778313939775139,2
15,Kelly Monaco,29.0,0.08486337747947716,3
15,Kirstie Alley,60.0,0.07704466193536243,3
15,Melissa Rycroft,26.0,0.08607219892770424,3
15,Pamela Anderson,42.0,0.0614828209764918,1
15,Sabrina Bryan,23.0,0.08910127971213716,3
15,Shawn Johnson,17.0,0.08848981825625273,3
16,Alexandra Raisman,18.0,0.09811658137736906,2
16,Andy Dick,47.0,0.0792815440857813,2
16,D. L. Hughley,50.0,0.06682949638226095,2
16,Dorothy Hamill,56.0,0.0614754098360655,1
16,Ingo Rademacher,41.0,0.08566453367384864,2
16,Jacoby Jones,28.0,0.10244996510492835,2
16,Kellie Pickler,26.0,0.10647026842515164,2
16,Lisa Vanderpump,52.0,0.08156617301811095,2
16,Sean Lowe,29.0,0.08566453367384864,2
16,Victor Ortiz,26.0,0.0858214994101559,2
16,Wynonna Judd,48.0,0.06880019384197619,2
16,Zendaya,16.0,0.1085975060885349,2
17,Amber Riley,27.0,0.09217160548429895,2
17,Bill Engvall,56.0,0.08653250773993805,2
17,Bill Nye,57.0,0.0633274362376529,2
17,Brant Daugherty,28.0,0.0961742591773551,2
17,Christina Milian,31.0,0.0979728733598702,2
17,Corbin Bleu,24.0,0.0998525726079905,2
17,Elizabeth Berkley Lauren,39.0,0.09601208904614475,2
17,Jack Osbourne,27.0,0.08825003685684796,2
17,Keyshawn Johnson,41.0,0.0676691729323308,1
17,Leah Remini,43.0,0.09217160548429895,2
17,"Nicole ""Snooki"" Polizzi",25.0,0.08661359280554325,2
17,Valerie Harper,74.0,0.0670868347338935,2
18,Amy Purdy,34.0,0.0949818545864097,2
18,Billy Dee Williams,76.0,0.059363659116506,2
18,Candace Cameron Bure,37.0,0.090742710549368,2
18,Charlie White,26.0,0.1027562257539732,2
18,Cody Simpson,17.0,0.08706670003754219,2
18,Danica McKellar,39.0,0.0949818545864097,2
18,Diana Nyad,64.0,0.0687022900763358,1
18,Drew Carey,55.0,0.08310912276310845,2
18,James Maslow,23.0,0.09130584407458385,2
18,Meryl Davis,27.0,0.09703103491427856,2
18,NeNe Leakes,46.0,0.08310912276310845,2
18,Sean Avery,33.0,0.0812007258165436,2
19,Alfonso Ribeiro,42.0,0.09194118055909668,3
19,Antonio Sabato Jr.,42.0,0.07833087823184674,3
19,Bethany Mota,18.0,0.09683205798762899,3
19,Betsey Johnson,72.0,0.07108816055426893,3
19,Janel Parrish,25.0,0.09506469625769376,3
19,Jonathan Bennett,33.0,0.08472321584692412,3
19,Lea Thompson,53.0,0.09017509504437489,3
19,Lolo Jones,32.0,0.0591397849462365,1
19,Michael Waltrip,51.0,0.0709409189770509,3
19,Randy Couture,51.0,0.07811193018883997,3
19,Sadie Robertson,17.0,0.0892282555506807,3
19,Tavis Smiley,50.0,0.07765252777282715,2
19,Tommy Chong,76.0,0.08208199730429683,3
20,Charlotte McKinney,21.0,0.07260774691329605,2
20,Chris Soules,33.0,0.0749878004990286,2
20,Michael Sam,25.0,0.07868447947261326,2
20,Nastia Liukin,25.0,0.10330445350839225,2
20,Noah Galloway,33.0,0.0868282218191527,2
20,Patti LaBelle,70.0,0.0754895912936995,2
20,Redfoo,39.0,0.0893371757925072,1
20,Riker Lynch,23.0,0.10042260912798881,2
20,Robert Herjavec,52.0,0.0866716999198976,2
20,Rumer Willis,26.0,0.09882516503853195,2
20,Suzanne Somers,68.0,0.0802819235620701,2
20,Willow Shields,14.0,0.0972277209490751,2
21,Alek Skarlatos,22.0,0.0831792975970425,1
21,Alexa PenaVega,27.0,0.0850277264325323,1
21,Andy Grammer,31.0,0.0813308687615526,1
21,Bindi Irwin,17.0,0.088724584103512,1
21,Carlos PenaVega,26.0,0.0831792975970425,1
21,Chaka Khan,62.0,0.055452865064695,1
21,Gary Busey,71.0,0.0609981515711645,1
21,Hayes Grier,15.0,0.0831792975970425,1
21,Kim Zolciak-Biermann,37.0,0.0683918669131238,1
21,Nick Carter,35.0,0.0831792975970425,1
21,Paula Deen,68.0,0.0683918669131238,1
21,Tamar Braxton,38.0,0.0905730129390018,1
21,Victor Espinoza,43.0,0.0683918669131238,1
22,Antonio Brown,27.0,0.08244833011513975,2
22,Doug Flutie,53.0,0.0845669741829364,2
22,Geraldo Rivera,72.0,0.0550847457627118,1
22,Ginger Zee,35.0,0.0887953228920832,2
22,Jodie Sweetin,34.0,0.09301473217478365,2
22,Kim Fields,46.0,0.08666773939784014,2
22,Marla Maples,52.0,0.0866766788242866,2
22,Mischa Barton,30.0,0.06975434456125296,2
22,Nyle DiMarco,26.0,0.09511549738968744,2
22,Paige VanZant,22.0,0.09937066437817349,2
22,Von Miller,27.0,0.0845669741829364,2
22,Wanya Morris,42.0,0.1014803690195237,2
23,Amber Rose,32.0,0.0725524475524475,2
23,Babyface,57.0,0.08107517482517479,2
23,Calvin Johnson Jr.,30.0,0.08900349650349645,2
23,Jake T. Austin,21.0,0.0681818181818181,1
23,James Hinchcliffe,29.0,0.08580856643356641,2
23,Jana Kramer,32.0,0.0811931818181818,2
23,Laurie Hernandez,16.0,0.0931468531468531,2
23,Marilu Henner,64.0,0.08142919580419575,2
23,Maureen McCormick,60.0,0.08000874125874119,2
23,Rick Perry,66.0,0.06663461538461535,2
23,Ryan Lochte,32.0,0.0725524475524475,2
23,Terra Jole,36.0,0.09018793706293704,2
23,Vanilla Ice,48.0,0.0723164335664335,2
24,Bonner Bolton,29.0,0.08077816492450635,2
24,Charo,66.0,0.07620499419279905,2
24,Chris Kattan,46.0,0.0670731707317073,1
24,David Ross,40.0,0.09036488579171505,2
24,Erika Jayne,45.0,0.0839527680991095,2
24,Heather Morris,30.0,0.09811265969802549,2
24,Mr. T,64.0,0.07163182346109175,2
24,Nancy Kerrigan,47.0,0.0950638792102206,2
24,Nick Viall,36.0,0.07937959736740219,2
24,Normani,20.0,0.10274874177313201,2
24,Rashad Jennings,32.0,0.09322493224932245,2
24,Simone Biles,20.0,0.09500096786682145,2
25,Barbara Corcoran,68.0,0.0621572212065813,1
25,Debbie Gibson,47.0,0.0749542961608775,1
25,Derek Fisher,43.0,0.0694698354661791,1
25,Drew Scott,39.0,0.0749542961608775,1
25,Frankie Muniz,31.0,0.0877513711151736,1
25,Jordan Fisher,23.0,0.0877513711151736,1
25,Lindsey Stirling,31.0,0.0822669104204753,1
25,Nick Lachey,43.0,0.0694698354661791,1
25,Nikki Bella,33.0,0.0712979890310786,1
25,Sasha Pieterse,21.0,0.0822669104204753,1
25,Terrell Owens,43.0,0.0712979890310786,1
25,Vanessa Lachey,36.0,0.0859232175502742,1
25,Victoria Arlen,22.0,0.0804387568555758,1
26,Adam Rippon,28.0,0.14897208916786361,3
26,Arike Ogunbowale,21.0,0.11303960836671115,2
26,Chris Mazdzer,29.0,0.12658753008223708,3
26,Jamie Anderson,27.0,0.0904761904761904,1
26,Jennie Finch Daigle,37.0,0.11839925587987771,3
26,Johnny Damon,44.0,0.0857142857142857,1
26,Josh Norman,30.0,0.13737917012045545,3
26,Kareem Abdul-Jabbar,71.0,0.0956163773920783,2
26,Mirai Nagasu,25.0,0.13790611459478003,3
26,Tonya Harding,47.0,0.13292169091876757,3
27,Alexis Ren,21.0,0.09092949405083912,3
27,Bobby Bones,38.0,0.07846364861387004,3
27,Danelle Umstead,46.0,0.06949005110362069,2
27,DeMarcus Ware,36.0,0.09100439770299623,3
27,Evanna Lynch,27.0,0.08631460523586425,3
27,Joe Amabile,32.0,0.06200587807769994,3
27,John Schneider,58.0,0.0758538167093098,3
27,Juan Pablo Di Pace,39.0,0.09769797208682096,3
27,Mary Lou Retton,50.0,0.08400666153013597,3
27,Milo Manheim,17.0,0.09139355610148465,3
27,Nancy McKeon,52.0,0.07781232743283173,3
27,Nikki Glaser,34.0,0.0686274509803921,1
27,Tinashe,25.0,0.09531512472893562,3
28,Ally Brooke,26.0,0.091324200913242,1
28,Hannah Brown,24.0,0.1095890410958904,1
28,James Van Der Beek,42.0,0.091324200913242,1
28,Karamo Brown,38.0,0.0867579908675799,1
28,Kate Flannery,55.0,0.0958904109589041,1
28,Kel Mitchell,41.0,0.091324200913242,1
28,Lamar Odom,39.0,0.0547945205479452,1
28,Lauren Alaina,24.0,0.0867579908675799,1
28,Mary Wilson,75.0,0.0684931506849315,1
28,Ray Lewis,44.0,0.0684931506849315,1
28,Sailor Brinkley-Cook,21.0,0.0821917808219178,1
28,Sean Spicer,48.0,0.0730593607305936,1
29,AJ McLean,42.0,0.0721650828412394,2
29,Anne Heche,51.0,0.05965742442610765,2
29,Carole Baskin,59.0,0.05065634247128905,2
29,Charles Oakley,56.0,0.0549450549450549,1
29,Chrishell Stause,39.0,0.07211294044034255,2
29,Jeannie Mai,41.0,0.07211294044034255,2
29,Jesse Metcalfe,41.0,0.07221722524213625,2
29,Johnny Weir,36.0,0.07567165930155251,2
29,Justina Machado,48.0,0.0722693676430331,2
29,Kaitlyn Bristowe,35.0,0.0812183071969548,2
29,Monica Aldama,48.0,0.0666705773467339,2
29,Nelly,45.0,0.06499550271792259,2
29,Nev Schulman,35.0,0.08116616479605801,2
29,Skai Jackson,18.0,0.059500997223417104,2
29,Veron Davis,36.0,0.07211294044034255,2
30,Amanda Kloots,39.0,0.08182689793428045,2
30,Brian Austin Green,48.0,0.0617493245010023,2
30,Christine Chiu,38.0,0.0664037304976902,2
30,Cody Rigsby,34.0,0.0613701734507103,2
30,Iman Shumpert,31.0,0.0643467270984049,2
30,Jimmie Allen,36.0,0.0686219820448008,2
30,JoJo Siwa,18.0,0.08052819663557916,2
30,Kenya Moore,50.0,0.0664037304976902,2
30,Martin Kove,75.0,0.0389610389610389,1
30,Matt James,29.0,0.062128475551294304,2
30,Melanie C,47.0,0.0758737906388913,2
30,Melora Hardin,54.0,0.07365553909178066,2
30,"Mike ""The Miz"" Mizanin",40.0,0.0706789854440861,2
30,Olivia Jade,21.0,0.07533339144077394,2
30,Suni Lee,18.0,0.0715985356924954,2
31,Charli D'Amelio,18.0,0.08110846416662637,3
31,Cheryl Ladd,71.0,0.055166015217289,3
31,Daniel Durant,32.0,0.07266401823663043,3
31,Gabby Windey,31.0,0.0776180627704658,3
31,Heidi D'Amelio,50.0,0.07006428556022476,3
31,Jason Lewis,51.0,0.0471204188481675,1
31,Jessie James Decker,34.0,0.05918392054171723,3
31,Jordin Sparks,32.0,0.0685190351914681,3
31,Joseph Baena,24.0,0.0634740496783283,3
31,Sam Champion,61.0,0.05916585217100243,3
31,Selma Blair,50.0,0.07024616751883363,3
31,Shangela,40.0,0.07190042723760946,3
31,Teresa Giudice,50.0,0.05409063183042745,2
31,Trevor Donovan,39.0,0.06492895819351104,3
31,Vinny Guadagnino,34.0,0.05570285289377933,3
31,Wayne Brady,50.0,0.07849066311950594,3
32,Adrian Peterson,38.0,0.06968624770482353,3
32,Alyson Hannigan,49.0,0.07013746487430693,3
32,Ariana Madix,38.0,0.0934019540830686,3
32,Barry Williams,68.0,0.06989622005101877,3
32,Charity Lawson,27.0,0.09418153226202756,3
32,Harry Jowsey,26.0,0.06309222253494697,3
32,Jamie Lynn Spears,32.0,0.0660809778456837,2
32,Jason Mraz,46.0,0.09900419497942714,3
32,Lele Pons,27.0,0.08469256921269301,3
32,Matt Walsh,58.0,0.0519480519480519,1
32,Mauricio Umansky,53.0,0.062187554447616304,3
32,Mira Sorvino,55.0,0.0765728939103552,3
32,Tyson Beckford,52.0,0.06316593623095167,3
32,Xochitl Gomez,17.0,0.0926112071622907,3
33,Anna Delvey,33.0,0.065891472868217,1
33,Brooks Nader,27.0,0.08671566476524789,2
33,Chandler Kinney,24.0,0.1007569109258446,2
33,Danny Amendola,39.0,0.08786748573935935,2
33,Dwight HowardÂ ,38.0,0.0835161620593827,2
33,Eric Roberts,68.0,0.06523328945443906,2
33,Ilona Maher,28.0,0.08472283165130905,2
33,Jenn Tran,26.0,0.0855638437911364,2
33,Joey Graziadei,29.0,0.09766710545560914,2
33,Phaedra Parks,51.0,0.08472283165130905,2
33,Reginald VelJohnson,74.0,0.062088635366388756,2
33,Stephen Nedoroscik,26.0,0.0913777972795085,2
33,Tori Spelling,51.0,0.0736434108527131,1
34,Alix Earle,24.0,0.0825168658847241,2
34,Andy Richter,59.0,0.0637964336701844,2
34,Baron Davis,46.0,0.0647482014388489,1
34,Corey Feldman,54.0,0.0539568345323741,1
34,Danielle Fishel,44.0,0.07502869299890824,2
34,Dylan Efron,33.0,0.08071830473364494,2
34,Elaine Hendrix,55.0,0.07862581530106649,2
34,Hilaria Baldwin,41.0,0.08057134059289531,2
34,Jen Affleck,26.0,0.07653332586848804,2
34,Jordan Chiles,24.0,0.08626095232763205,2
34,Lauren Jauregui,29.0,0.0727892394255801,2
34,Robert Irwin,22.0,0.08236990174397445,2
34,Scott Hoying,34.0,0.0751756571396579,2
34,Whitney Leavitt,32.0,0.08626095232763205,2
